Gene	log10_ci_low	log10_ci_high	log10_map	group	group2	Ensembl_transcript_id
ADAM2	-6.12213414	-2.62742363	-3.5900915	Autosome	Autosome	ENST00000265708
ADAM21	-6.20234803	-2.29977041	-3.65656875	Autosome	Autosome	ENST00000603540
ADAM22	-1.80659559	-1.17001881	-1.47750367	Autosome	Autosome	ENST00000265727
ADAM23	-1.52459996	-0.73715604	-1.14337483	Autosome	Autosome	ENST00000264377
ADAM28	-6.14215107	-2.18805989	-3.67572487	Autosome	Autosome	ENST00000265769
ADAM32	-6.11390306	-2.16069413	-3.67722687	Autosome	Autosome	ENST00000379907
ADAM33	-6.11447815	-2.15047121	-3.36093825	Autosome	Autosome	ENST00000356518
ADAM7	-6.12010181	-2.14479446	-3.07892536	Autosome	Autosome	ENST00000175238
ADAM8	-6.03629427	-2.04145251	-3.39535286	Autosome	Autosome	ENST00000445355
ADAM9	-1.6109662	-0.86150296	-1.26040095	Autosome	Autosome	ENST00000487273
ADAMDEC1	-6.11228892	-2.08265017	-2.83820743	Autosome	Autosome	ENST00000256412
ADAMTS1	-1.5768738	-0.66773048	-1.15583429	Autosome	Autosome	ENST00000284984
ADAMTS10	-0.88547186	-0.05394494	-0.39309294	Autosome	Autosome	ENST00000270328
ADAMTS12	-4.72310896	-1.45018488	-2.11416683	Autosome	Autosome	ENST00000504830
ADAMTS13	-2.16906763	-1.37695188	-1.70439447	Autosome	Autosome	ENST00000371929
ADAMTS14	-5.93489527	-1.93240295	-2.82616337	Autosome	Autosome	ENST00000373208
ADAMTS15	-5.78290559	-1.56588847	-2.16214238	Autosome	Autosome	ENST00000299164
ADAMTS16	-1.82215999	-1.20648188	-1.50898269	Autosome	Autosome	ENST00000274181
ADAMTS17	-4.59372936	-1.57132104	-2.10499439	Autosome	Autosome	ENST00000268070
ADAMTS18	-5.39837136	-1.77298531	-2.75895662	Autosome	Autosome	ENST00000282849
ADAMTS19	-2.1145761	-1.37296123	-1.67806812	Autosome	Autosome	ENST00000274487
ADAMTS2	-2.71049657	-1.35588722	-1.80777977	Autosome	Autosome	ENST00000251582
ADAMTS20	-4.85998673	-1.69734603	-2.67340915	Autosome	Autosome	ENST00000389420
ADAMTS3	-2.25817848	-1.42733109	-1.75073055	Autosome	Autosome	ENST00000286657
ADAMTS4	-5.89899065	-1.5994814	-2.30472864	Autosome	Autosome	ENST00000367996
ADAMTS5	-3.67458071	-1.19434098	-1.75058685	Autosome	Autosome	ENST00000284987
ADAMTS6	-1.59538109	-0.94681975	-1.29596326	Autosome	Autosome	ENST00000381055
ADAMTS7	-2.61113735	-1.53913107	-1.85741177	Autosome	Autosome	ENST00000388820
ADAMTS8	-6.17735227	-2.25565506	-3.46833401	Autosome	Autosome	ENST00000257359
ADAMTS9	-1.68164794	-1.25848783	-1.47370328	Autosome	Autosome	ENST00000498707
ADAMTSL1	-1.8134082	-1.25445772	-1.51060327	Autosome	Autosome	ENST00000380548
ADAMTSL2	-5.43231649	-1.07937029	-1.72383888	Autosome	Autosome	ENST00000354484
ADAMTSL3	-2.08944183	-1.50499061	-1.73085076	Autosome	Autosome	ENST00000286744
ADAMTSL4	-5.75383728	-1.65125718	-2.35734353	Autosome	Autosome	ENST00000271643
ADAMTSL5	-6.14099086	-2.04470823	-3.17825329	Autosome	Autosome	ENST00000330475
ADAP1	-1.96789044	-0.91723435	-1.41635555	Autosome	Autosome	ENST00000265846
ADAP2	-6.0537102	-2.04600317	-3.54053572	Autosome	Autosome	ENST00000330889
ADAR	-1.83979481	-1.14232622	-1.47928808	Autosome	Autosome	ENST00000368474
ADARB1	-1.56718667	-0.33402369	-0.97690057	Autosome	Autosome	ENST00000539173
ADARB2	-1.51570892	-0.33006854	-0.95027559	Autosome	Autosome	ENST00000381312
ADAT1	-6.1965262	-2.32668266	-3.57178258	Autosome	Autosome	ENST00000307921
ADAT2	-6.14558611	-2.0229603	-3.4832277	Autosome	Autosome	ENST00000237283
ADAT3	-6.22772689	-2.33240018	-4.48652368	Autosome	Autosome	ENST00000329478
ADC	-5.44697845	-1.24645899	-1.82852911	Autosome	Autosome	ENST00000294517
ADCK1	-6.12603038	-2.11481507	-3.04579847	Autosome	Autosome	ENST00000238561
ADCK2	-6.15833381	-2.62279099	-3.66722672	Autosome	Autosome	ENST00000072869
ADCK3	-6.0525387	-1.92696551	-2.64972099	Autosome	Autosome	ENST00000366779
ADCK4	-5.9877911	-1.76791506	-2.52637288	Autosome	Autosome	ENST00000324464
ADCK5	-2.15167684	-0.93103355	-1.47111063	Autosome	Autosome	ENST00000308860
ADCY1	-1.31187693	-0.39731701	-0.90559795	Autosome	Autosome	ENST00000297323
ADCY10	-5.59072268	-1.77328413	-2.64274573	Autosome	Autosome	ENST00000367851
ADCY2	-1.52249	-0.73686518	-1.17644825	Autosome	Autosome	ENST00000338316
ADCY3	-2.0874914	-1.36483571	-1.64895675	Autosome	Autosome	ENST00000260600
ADCY4	-5.96775767	-1.95312575	-2.99242674	Autosome	Autosome	ENST00000310677
ADCY5	-0.93306024	-0.05710349	-0.39803325	Autosome	Autosome	ENST00000462833
ADCY6	-1.74733271	-1.00178523	-1.37940453	Autosome	Autosome	ENST00000307885
ADCY7	-6.13732807	-2.22235821	-3.25654201	Autosome	Autosome	ENST00000394697
ADCY8	-5.42364352	-1.61259777	-2.15641874	Autosome	Autosome	ENST00000286355
ADCY9	-1.20047172	-0.23337013	-0.72036993	Autosome	Autosome	ENST00000294016
ADCYAP1	-5.0730332	-0.00677075	-0.89321089	Autosome	Autosome	ENST00000579794
ADCYAP1R1	-4.19643804	-1.1663832	-1.81516115	Autosome	Autosome	ENST00000396211
ADD1	-6.03227254	-1.88906111	-2.78076821	Autosome	Autosome	ENST00000264758
ADD2	-1.49470682	-0.62507452	-1.09336126	Autosome	Autosome	ENST00000264436
ADD3	-1.41047415	-0.44260842	-0.9404135	Autosome	Autosome	ENST00000356080
ADGB	-5.55623184	-1.69288546	-2.46265492	Autosome	Autosome	ENST00000397944
ADH1A	-6.10619955	-2.07201568	-3.45673799	Autosome	Autosome	ENST00000209668
ADH1B	-6.1825645	-2.28699924	-3.96888391	Autosome	Autosome	ENST00000305046
ADH4	-5.93138888	-1.28490598	-1.88375393	Autosome	Autosome	ENST00000265512
ADH5	-6.15714514	-2.17059078	-3.15909354	Autosome	Autosome	ENST00000296412
ADH6	-6.07267792	-2.03591598	-3.51688151	Autosome	Autosome	ENST00000394899
ADH7	-6.12821588	-1.85542215	-2.8390869	Autosome	Autosome	ENST00000476959
ADHFE1	-6.00647828	-1.73498075	-2.40476115	Autosome	Autosome	ENST00000396623
ADI1	-6.19899169	-2.2694198	-3.81543166	Autosome	Autosome	ENST00000327435
ADIPOQ	-5.25918557	-0.30022453	-1.30182028	Autosome	Autosome	ENST00000412955
ADIPOR1	-1.79919985	-0.33587159	-1.08760631	Autosome	Autosome	ENST00000340990
ADIPOR2	-1.64774412	-0.34416803	-1.07167151	Autosome	Autosome	ENST00000357103
ADIRF	-6.00557415	-0.20709097	-1.11742279	Autosome	Autosome	ENST00000372013
ADK	-6.01760943	-1.68924363	-2.29951251	Autosome	Autosome	ENST00000286621
ADM	-6.08296213	-1.09764774	-1.84656603	Autosome	Autosome	ENST00000528655
ADM2	-6.22957226	-2.30751024	-3.86476337	Autosome	Autosome	ENST00000395738
ADM5	-6.16467893	-0.32349619	-1.28752746	Autosome	Autosome	ENST00000420022
ADNP	-0.97830904	-0.06204496	-0.45274687	Autosome	Autosome	ENST00000396029
ADNP2	-1.81508195	-0.88137079	-1.35205306	Autosome	Autosome	ENST00000262198
ADO	-5.35654581	-0.00380178	-0.94831259	Autosome	Autosome	ENST00000373783
ADORA1	-5.77741105	-0.44505575	-1.40830908	Autosome	Autosome	ENST00000367236
ADORA2A	-1.45018576	-0.09688266	-0.68532295	Autosome	Autosome	ENST00000337539
ADORA2B	-6.19476507	-2.29577208	-3.6484557	Autosome	Autosome	ENST00000304222
ADORA3	-6.20036797	-2.27995355	-3.87824559	Autosome	Autosome	ENST00000369716
ADPGK	-4.56422132	-0.85437521	-1.59295168	Autosome	Autosome	ENST00000311669
ADPRH	-6.18588517	-2.57175018	-4.03805638	Autosome	Autosome	ENST00000478399
ADPRHL1	-6.20069612	-2.30607156	-3.80621205	Autosome	Autosome	ENST00000375418
ADPRHL2	-6.0963277	-1.65426794	-2.52388541	Autosome	Autosome	ENST00000373178
ADPRM	-2.71997607	-0.16406358	-1.19982076	Autosome	Autosome	ENST00000379774
ADRA1A	-6.20027874	-2.28182904	-3.83810339	Autosome	Autosome	ENST00000380586
ADRA1B	-6.10448985	-1.56562234	-2.223951	Autosome	Autosome	ENST00000306675
ADRA1D	-5.6496483	-0.67509663	-1.5302117	Autosome	Autosome	ENST00000379453
ADRA2A	-6.17668345	-1.93637103	-3.31105502	Autosome	Autosome	ENST00000280155
ADRA2B	-6.09574416	-1.88303769	-3.08789756	Autosome	Autosome	ENST00000409345
ADRA2C	-6.01327232	-1.26608679	-1.91638618	Autosome	Autosome	ENST00000330055
ADRB1	-6.09065239	-1.54317411	-2.18406872	Autosome	Autosome	ENST00000369295
ADRB2	-4.6908949	-0.22141013	-1.2555811	Autosome	Autosome	ENST00000305988
ADRB3	-2.57646748	-0.00365707	-0.84767859	Autosome	Autosome	ENST00000345060
ADRBK1	-1.22137568	-0.23815613	-0.73578802	Autosome	Autosome	ENST00000308595
ADRBK2	-1.70030539	-0.91528747	-1.30937277	Autosome	Autosome	ENST00000324198
ADRM1	-1.43110412	-0.09359692	-0.71044274	Autosome	Autosome	ENST00000253003
ADSL	-5.53604653	-1.47419802	-2.03112708	Autosome	Autosome	ENST00000216194
ADSS	-1.46911303	-0.30816513	-0.89166914	Autosome	Autosome	ENST00000366535
ADSSL1	-6.10185079	-2.14925327	-3.40582532	Autosome	Autosome	ENST00000332972
ADTRP	-6.0758401	-2.00182759	-3.9021814	Autosome	Autosome	ENST00000229583
AEBP1	-2.14753763	-1.41822034	-1.69340256	Autosome	Autosome	ENST00000223357
AEBP2	-1.23243281	-0.08799181	-0.64591833	Autosome	Autosome	ENST00000398864
AEN	-6.19981163	-2.30038892	-3.6869527	Autosome	Autosome	ENST00000332810
AF196779.12	-1.37470814	-0.05722864	-0.58520731	non-par X	X (Other non-PAR)	ENST00000376358
AFAP1	-5.81985375	-1.56112214	-2.27112357	Autosome	Autosome	ENST00000420658
AFAP1L1	-6.07206953	-2.06965403	-3.2142069	Autosome	Autosome	ENST00000296721
AFAP1L2	-5.30340106	-1.45848003	-2.00760811	Autosome	Autosome	ENST00000304129
AFF1	-1.51150095	-0.72485776	-1.12514348	Autosome	Autosome	ENST00000395146
AFF2	-1.35229487	-0.35455969	-0.90079703	non-par X	X (Other non-PAR)	ENST00000370460
AFF3	-1.24016961	-0.3623202	-0.81354615	Autosome	Autosome	ENST00000356421
AFF4	-0.88528456	-0.05263388	-0.38747205	Autosome	Autosome	ENST00000265343
AFG3L2	-5.6251482	-1.65026126	-2.20877427	Autosome	Autosome	ENST00000269143
AFM	-6.08463594	-2.079901	-3.93671327	Autosome	Autosome	ENST00000226355
AFMID	-6.11606342	-2.41621229	-3.53639582	Autosome	Autosome	ENST00000327898
AFP	-4.41647187	-1.16337804	-1.85863385	Autosome	Autosome	ENST00000395792
AFTPH	-1.32561461	-0.26923816	-0.81388643	Autosome	Autosome	ENST00000238855
AGA	-6.05477614	-1.74835343	-2.58890078	Autosome	Autosome	ENST00000264595
AGAP1	-1.44425572	-0.68646564	-1.099754	Autosome	Autosome	ENST00000304032
AGAP10	-6.20834205	-0.36406552	-1.45472276	Autosome	Autosome	ENST00000413193
AGAP2	-1.13278821	-0.21088656	-0.64805297	Autosome	Autosome	ENST00000547588
AGAP2-AS1	-1.55621915	-0.08721061	-0.72169467	Autosome	Autosome	ENST00000542466
AGAP3	-1.37100666	-0.42698098	-0.95593269	Autosome	Autosome	ENST00000397238
AGAP6	-6.16112213	-2.04930785	-4.55037618	Autosome	Autosome	ENST00000412531
AGAP7	-6.1923676	-1.06300401	-1.93241147	Autosome	Autosome	ENST00000374095
AGBL1	-5.98428527	-2.17821421	-3.0230243	Autosome	Autosome	ENST00000441037
AGBL2	-6.09032946	-2.15205698	-3.16842013	Autosome	Autosome	ENST00000525123
AGBL4	-6.07680762	-1.98062891	-3.0382376	Autosome	Autosome	ENST00000371839
AGBL5	-2.19260507	-1.36335782	-1.67195503	Autosome	Autosome	ENST00000360131
AGER	-6.07946355	-2.09430444	-3.35287924	Autosome	Autosome	ENST00000375076
AGFG1	-1.18928975	-0.08791437	-0.56901589	Autosome	Autosome	ENST00000409979
AGFG2	-5.71865393	-1.20778463	-1.81774093	Autosome	Autosome	ENST00000300176
AGGF1	-5.18179143	-1.31617933	-2.01527939	Autosome	Autosome	ENST00000312916
AGK	-6.00185783	-1.8439901	-2.70206296	Autosome	Autosome	ENST00000355413
AGL	-5.66791978	-1.85476075	-3.01109779	Autosome	Autosome	ENST00000294724
AGMAT	-6.10031825	-2.05451349	-2.77634642	Autosome	Autosome	ENST00000375826
AGMO	-6.04288339	-2.01016959	-3.18035477	Autosome	Autosome	ENST00000342526
AGO1	-0.88066588	-0.05128795	-0.38905983	Autosome	Autosome	ENST00000373204
AGO2	-0.98326656	-0.06338252	-0.40174257	Autosome	Autosome	ENST00000220592
AGO3	-0.93193824	-0.05743758	-0.3871714	Autosome	Autosome	ENST00000373191
AGO4	-1.41498396	-0.57746887	-1.03281688	Autosome	Autosome	ENST00000373210
AGPAT1	-1.26084367	-0.08613828	-0.59992436	Autosome	Autosome	ENST00000395499
AGPAT2	-6.14924973	-2.16832251	-3.52938482	Autosome	Autosome	ENST00000371696
AGPAT3	-1.23799129	-0.08916469	-0.55699218	Autosome	Autosome	ENST00000398063
AGPAT4	-1.45214598	-0.31329282	-0.91907582	Autosome	Autosome	ENST00000320285
AGPAT5	-6.02817917	-1.76049931	-2.45835891	Autosome	Autosome	ENST00000285518
AGPAT6	-1.44430797	-0.30559041	-0.90792844	Autosome	Autosome	ENST00000396987
AGPAT9	-6.01599517	-2.0509043	-3.31033435	Autosome	Autosome	ENST00000395226
AGPS	-1.02632151	-0.06748777	-0.45138922	Autosome	Autosome	ENST00000264167
AGR2	-6.15972022	-2.00679433	-3.44834314	Autosome	Autosome	ENST00000419304
AGR3	-6.16038813	-2.34277017	-3.02526035	Autosome	Autosome	ENST00000310398
AGRN	-1.8799914	-1.32838484	-1.57715333	Autosome	Autosome	ENST00000379370
AGRP	-6.1947346	-1.8975287	-3.48879225	Autosome	Autosome	ENST00000290953
AGT	-5.95038203	-1.37379528	-1.94782109	Autosome	Autosome	ENST00000366667
AGTPBP1	-1.75141855	-1.14406191	-1.44970282	Autosome	Autosome	ENST00000376083
AGTR1	-4.29054234	-0.17128591	-1.2350669	Autosome	Autosome	ENST00000542281
AGTR2	-6.00588919	-1.98222384	-3.02324739	non-par X	X (Other non-PAR)	ENST00000371906
AGTRAP	-4.89975127	-0.00872565	-0.90492887	Autosome	Autosome	ENST00000314340
AGXT	-6.1080397	-1.991307	-2.96294065	Autosome	Autosome	ENST00000307503
AGXT2	-6.12380499	-2.70057583	-4.09012562	Autosome	Autosome	ENST00000231420
AHCTF1	-5.73032553	-2.42348247	-3.54214698	Autosome	Autosome	ENST00000326225
AHCY	-5.40698377	-1.11335562	-1.73808618	Autosome	Autosome	ENST00000217426
AHCYL1	-1.51493246	-0.63619943	-1.09410089	Autosome	Autosome	ENST00000369799
AHCYL2	-1.57951142	-0.66986798	-1.15337846	Autosome	Autosome	ENST00000325006
AHDC1	-0.99177437	-0.06326987	-0.46308946	Autosome	Autosome	ENST00000374011
AHI1	-5.90986692	-1.97230576	-3.17766156	Autosome	Autosome	ENST00000367800
AHNAK	-1.43612154	-0.79133667	-1.13101904	Autosome	Autosome	ENST00000378024
AHNAK2	-6.00115581	-1.55533552	-2.14194526	Autosome	Autosome	ENST00000333244
AHR	-0.96457559	-0.05906975	-0.4503899	Autosome	Autosome	ENST00000242057
AHRR	-2.06512717	-0.78076056	-1.3912517	Autosome	Autosome	ENST00000316418
AHSA1	-1.27569251	-0.09345072	-0.63250695	Autosome	Autosome	ENST00000216479
AHSA2	-6.15427963	-2.13145602	-3.74904215	Autosome	Autosome	ENST00000394457
AHSG	-6.13373517	-2.16709607	-3.91540651	Autosome	Autosome	ENST00000411641
AICDA	-6.0344836	-1.60083919	-2.35075193	Autosome	Autosome	ENST00000229335
AIDA	-5.8827362	-1.40110716	-1.97938187	Autosome	Autosome	ENST00000340020
AIF1	-6.17113565	-2.32828139	-4.18425398	Autosome	Autosome	ENST00000376059
AIF1L	-6.11321637	-1.74354636	-3.04899691	Autosome	Autosome	ENST00000372309
AIFM1	-0.99857488	-0.05022568	-0.32961994	non-par X	X (Other non-PAR)	ENST00000287295
AIFM2	-6.23331279	-2.37109142	-3.69571168	Autosome	Autosome	ENST00000307864
AIFM3	-6.03418291	-2.12317348	-3.33263871	Autosome	Autosome	ENST00000399167
AIG1	-6.02982652	-1.51680341	-2.09512528	Autosome	Autosome	ENST00000357847
AIM1	-5.87369314	-1.93417023	-3.08868842	Autosome	Autosome	ENST00000369066
AIM1L	-5.93804306	-1.78090577	-2.5315362	Autosome	Autosome	ENST00000527815
AIM2	-6.19208875	-2.27458662	-3.67816841	Autosome	Autosome	ENST00000368130
AIMP1	-6.11622894	-2.04875613	-3.21775422	Autosome	Autosome	ENST00000394701
AIMP2	-6.09217019	-1.62272223	-2.5011198	Autosome	Autosome	ENST00000223029
AIP	-2.96133829	-0.67205574	-1.47018996	Autosome	Autosome	ENST00000279146
AIPL1	-6.04289661	-1.75833833	-2.60210717	Autosome	Autosome	ENST00000381129
AIRE	-6.05314228	-2.07996566	-3.04375603	Autosome	Autosome	ENST00000291582
AJAP1	-1.35520912	-0.09658905	-0.66868908	Autosome	Autosome	ENST00000378191
AJUBA	-3.71095308	-0.93611997	-1.61898422	Autosome	Autosome	ENST00000262713
AK1	-6.12887192	-2.11635837	-2.77625949	Autosome	Autosome	ENST00000373176
AK2	-6.03399718	-1.64375149	-2.2209551	Autosome	Autosome	ENST00000354858
AK3	-6.1439228	-1.87923006	-3.15430695	Autosome	Autosome	ENST00000381809
AK4	-4.45808139	-0.19303488	-1.26332521	Autosome	Autosome	ENST00000395334
AK5	-1.83266618	-0.89038474	-1.35285975	Autosome	Autosome	ENST00000354567
AK7	-4.52759565	-1.45417957	-1.97448635	Autosome	Autosome	ENST00000267584
AK8	-6.08526215	-1.99929581	-3.15613957	Autosome	Autosome	ENST00000298545
AK9	-2.7344304	-1.52794035	-1.92377948	Autosome	Autosome	ENST00000424296
AKAP1	-1.71463634	-0.83584459	-1.30290542	Autosome	Autosome	ENST00000337714
AKAP10	-1.67302622	-0.8193612	-1.26409139	Autosome	Autosome	ENST00000225737
AKAP11	-1.72582098	-1.0982178	-1.40729061	Autosome	Autosome	ENST00000025301
AKAP12	-1.64684217	-0.8077054	-1.25973623	Autosome	Autosome	ENST00000402676
AKAP13	-1.98703748	-1.51788923	-1.70360666	Autosome	Autosome	ENST00000361243
AKAP14	-1.62376386	-0.02704569	-0.56375768	non-par X	X (Other non-PAR)	ENST00000371431
AKAP17A	-2.44093463	-0.45114581	-1.34031012	X (PAR)	X (PAR)	ENST00000313871
AKAP2	-2.18869601	-1.33375007	-1.66583651	Autosome	Autosome	ENST00000555236
AKAP3	-6.11783004	-2.06074329	-2.99231429	Autosome	Autosome	ENST00000545990
AKAP4	-1.20695615	-0.05418383	-0.48948442	non-par X	X (Other non-PAR)	ENST00000358526
AKAP5	-4.15802798	-0.17812546	-1.236017	Autosome	Autosome	ENST00000394718
AKAP6	-1.45770419	-0.88592726	-1.17373702	Autosome	Autosome	ENST00000280979
AKAP7	-6.17515842	-2.21304694	-3.47909478	Autosome	Autosome	ENST00000431975
AKAP8	-1.99718644	-0.91317728	-1.42399804	Autosome	Autosome	ENST00000269701
AKAP8L	-1.71975911	-0.84177726	-1.29309222	Autosome	Autosome	ENST00000397410
AKAP9	-2.04824717	-1.57393662	-1.77989411	Autosome	Autosome	ENST00000356239
AKIP1	-6.22902945	-2.38948352	-3.78277427	Autosome	Autosome	ENST00000309377
AKIRIN1	-1.73887312	-0.05928293	-0.77227136	Autosome	Autosome	ENST00000432648
AKIRIN2	-1.32701115	-0.09436049	-0.66931604	Autosome	Autosome	ENST00000257787
AKNA	-2.32891349	-1.4040206	-1.7380579	Autosome	Autosome	ENST00000307564
AKNAD1	-6.04376944	-2.11570675	-3.71839566	Autosome	Autosome	ENST00000370001
AKR1A1	-6.01622907	-1.68909746	-2.29870747	Autosome	Autosome	ENST00000372070
AKR1B1	-6.03336083	-1.6348482	-2.22876501	Autosome	Autosome	ENST00000285930
AKR1B10	-6.09212001	-2.01786759	-3.86175446	Autosome	Autosome	ENST00000359579
AKR1B15	-6.19972095	-2.19483033	-3.8921537	Autosome	Autosome	ENST00000457545
AKR1C1	-6.03190388	-2.03450239	-3.20176329	Autosome	Autosome	ENST00000380872
AKR1C2	-6.00569375	-1.69653902	-2.34770018	Autosome	Autosome	ENST00000380753
AKR1C3	-6.12479165	-2.07989725	-2.9581104	Autosome	Autosome	ENST00000380554
AKR1C4	-6.20364332	-2.28915175	-3.44323045	Autosome	Autosome	ENST00000380448
AKR1CL1	-6.06915888	-0.63889693	-1.54869397	Autosome	Autosome	ENST00000488756
AKR1D1	-6.14893391	-2.25275577	-3.56916782	Autosome	Autosome	ENST00000242375
AKR1E2	-6.16333501	-2.33383153	-4.04853458	Autosome	Autosome	ENST00000298375
AKR7A2	-6.12595416	-1.93453123	-2.94480636	Autosome	Autosome	ENST00000235835
AKR7A3	-6.17545782	-2.22206558	-3.48588865	Autosome	Autosome	ENST00000361640
AKR7L	-6.23449385	-2.29482687	-4.20382548	Autosome	Autosome	ENST00000420396
AKT1	-1.38663583	-0.29118252	-0.87792104	Autosome	Autosome	ENST00000554581
AKT1S1	-4.99122919	-0.24996109	-1.28159094	Autosome	Autosome	ENST00000391835
AKT2	-1.96168026	-0.78717459	-1.38392628	Autosome	Autosome	ENST00000392038
AKT3	-1.16623001	-0.08335108	-0.5392835	Autosome	Autosome	ENST00000366539
AKTIP	-1.293092	-0.09027549	-0.61257694	Autosome	Autosome	ENST00000394657
AL021546.6	-6.23253504	-2.49785337	-4.27160194	Autosome	Autosome	ENST00000551806
AL022328.1	-6.14999423	-0.30799797	-1.24669975	Autosome	Autosome	ENST00000595015
AL031666.2	-6.2049888	-1.88544188	-4.58128707	Autosome	Autosome	ENST00000599904
AL035406.1	-6.19944482	-0.36288948	-1.44326643	Autosome	Autosome	ENST00000594544
AL035588.1	-6.20871332	-0.35431708	-1.36195316	Autosome	Autosome	ENST00000597468
AL049829.1	-6.08961715	-0.24245963	-1.20381997	Autosome	Autosome	ENST00000594872
AL121963.1	-6.08692237	-1.05635989	-1.8587381	Autosome	Autosome	ENST00000430695
AL133481.1	-6.17206697	-0.33388293	-1.16474684	Autosome	Autosome	ENST00000538322
AL136376.1	-6.16006787	-1.4391024	-4.62328899	Autosome	Autosome	ENST00000598661
AL161450.1	-6.00920233	-0.5415646	-4.53433361	Autosome	Autosome	ENST00000601793
AL161645.2	-6.20890528	-0.38553078	-1.7138087	Autosome	Autosome	ENST00000599428
AL161784.1	-6.14345166	-1.10627029	-2.13592943	Autosome	Autosome	ENST00000594963
AL162431.1	-6.24823552	-0.42035108	-2.09300218	Autosome	Autosome	ENST00000457152
AL163636.6	-6.18381422	-1.23812537	-5.20685386	Autosome	Autosome	ENST00000553909
AL353354.1	-6.16600545	-0.33722724	-1.36154555	Autosome	Autosome	ENST00000321830
AL359736.1	-6.24384854	-0.40328492	-1.7938953	Autosome	Autosome	ENST00000422229
AL441883.1	-6.16746269	-1.32671637	-2.33428666	Autosome	Autosome	ENST00000600057
AL590708.2	-6.19060031	-0.35894607	-1.27938381	Autosome	Autosome	ENST00000443493
AL590714.1	-6.04929571	-0.50039656	-1.74027166	Autosome	Autosome	ENST00000594609
AL591025.1	-6.19899706	-1.89606029	-3.48366102	Autosome	Autosome	ENST00000397897
AL627171.1	-6.20237948	-0.36071444	-1.4987413	Autosome	Autosome	ENST00000358799
AL645922.1	-6.13887796	-1.2256551	-4.16259559	Autosome	Autosome	ENST00000594256
AL646016.1	-6.24168707	-0.38006859	-1.77469871	Autosome	Autosome	ENST00000596886
AL929472.1	-6.21167972	-0.36705423	-1.67857411	Autosome	Autosome	ENST00000448796
ALAD	-3.80414123	-0.94195899	-1.60496449	Autosome	Autosome	ENST00000409155
ALAS1	-1.72179391	-0.73211393	-1.25894789	Autosome	Autosome	ENST00000394965
ALAS2	-1.26752537	-0.05930714	-0.53074222	non-par X	X (Other non-PAR)	ENST00000330807
ALB	-1.80380855	-0.9621124	-1.38066792	Autosome	Autosome	ENST00000295897
ALCAM	-1.97683472	-0.91829793	-1.42150185	Autosome	Autosome	ENST00000306107
ALDH16A1	-6.07604473	-2.09839774	-3.26295083	Autosome	Autosome	ENST00000293350
ALDH18A1	-2.00958037	-1.24308604	-1.58626645	Autosome	Autosome	ENST00000371224
